1;0.088476667
2;0.079768333
3;0.079768333
4;0.114601667
5;0.132018333
6;0.288768333
7;0.149435
8;0.079768333
9;0.088476667
10;0.097185
11;0.062351667
12;0.079768333
13;0.097185
14;0.114601667
15;0.088476667
16;0.090218333
17;0.114601667
18;0.288768333
19;0.393268333
20;0.602268333
21;0.428101667
22;0.341018333
23;0.149435
24;0.132018333
25;0.088476667
26;0.079768333
27;0.079768333
28;0.114601667
29;0.132018333
30;0.288768333
31;0.149435
32;0.079768333
33;0.088476667
34;0.097185
35;0.062351667
36;0.079768333
37;0.097185
38;0.114601667
39;0.088476667
40;0.090218333
41;0.114601667
42;0.288768333
43;0.393268333
44;0.602268333
45;0.428101667
46;0.341018333
47;0.149435
48;0.132018333
49;0.088476667
50;0.079768333
51;0.079768333
52;0.114601667
53;0.132018333
54;0.288768333
55;0.149435
56;0.079768333
57;0.088476667
58;0.097185
59;0.062351667
60;0.079768333
61;0.097185
62;0.114601667
63;0.088476667
64;0.090218333
65;0.114601667
66;0.288768333
67;0.393268333
68;0.602268333
69;0.428101667
70;0.341018333
71;0.149435
72;0.132018333
73;0.088476667
74;0.079768333
75;0.079768333
76;0.114601667
77;0.132018333
78;0.288768333
79;0.149435
80;0.079768333
81;0.088476667
82;0.097185
83;0.062351667
84;0.079768333
85;0.097185
86;0.114601667
87;0.088476667
88;0.090218333
89;0.114601667
90;0.288768333
91;0.393268333
92;0.602268333
93;0.428101667
94;0.341018333
95;0.149435
96;0.132018333
97;0.088476667
98;0.079768333
99;0.079768333
100;0.114601667
101;0.132018333
102;0.288768333
103;0.149435
104;0.079768333
105;0.088476667
106;0.097185
107;0.062351667
108;0.079768333
109;0.097185
110;0.114601667
111;0.088476667
112;0.090218333
113;0.114601667
114;0.288768333
115;0.393268333
116;0.602268333
117;0.428101667
118;0.341018333
119;0.149435
120;0.132018333
121;0.048662167
122;0.0430749
123;0.043872583
124;0.068761
125;0.079211
126;0.144384167
127;0.119548
128;0.118433333
129;0.079211
130;0.1186075
131;0.116691667
132;0.15675
133;0.134108333
134;0.137591667
135;0.109725
136;0.127141667
137;0.113208333
138;0.330916667
139;0.47025
140;0.602268333
141;0.428101667
142;0.341018333
143;0.149435
144;0.1045
145;0.0836
146;0.074891667
147;0.076633333
148;0.087083333
149;0.1045
150;0.149783333
151;0.113208333
152;0.120175
153;0.060958333
154;0.0627
155;0.040058333
156;0.069666667
157;0.109725
158;0.149783333
159;0.139333333
160;0.15675
161;0.1463
162;0.348333333
163;0.452833333
164;0.602268333
165;0.428101667
166;0.341018333
167;0.149435
168;0.121916667
169;0.088476667
170;0.079768333
171;0.079768333
172;0.114601667
173;0.132018333
174;0.288768333
175;0.149435
176;0.079768333
177;0.088476667
178;0.097185
179;0.062351667
180;0.079768333
181;0.097185
182;0.114601667
183;0.088476667
184;0.090218333
185;0.114601667
186;0.288768333
187;0.393268333
188;0.602268333
189;0.428101667
190;0.341018333
191;0.149435
192;0.132018333
193;0.088476667
194;0.079768333
195;0.079768333
196;0.114601667
197;0.132018333
198;0.288768333
199;0.149435
200;0.079768333
201;0.088476667
202;0.097185
203;0.062351667
204;0.079768333
205;0.097185
206;0.114601667
207;0.088476667
208;0.090218333
209;0.114601667
210;0.288768333
211;0.393268333
212;0.602268333
213;0.428101667
214;0.341018333
215;0.149435
216;0.132018333
217;0.088476667
218;0.079768333
219;0.079768333
220;0.114601667
221;0.132018333
222;0.288768333
223;0.149435
224;0.079768333
225;0.088476667
226;0.097185
227;0.062351667
228;0.079768333
229;0.097185
230;0.114601667
231;0.088476667
232;0.090218333
233;0.114601667
234;0.288768333
235;0.393268333
236;0.602268333
237;0.428101667
238;0.341018333
239;0.149435
240;0.132018333
241;0.088476667
242;0.079768333
243;0.079768333
244;0.114601667
245;0.132018333
246;0.288768333
247;0.149435
248;0.079768333
249;0.088476667
250;0.097185
251;0.062351667
252;0.079768333
253;0.097185
254;0.114601667
255;0.088476667
256;0.090218333
257;0.114601667
258;0.288768333
259;0.393268333
260;0.602268333
261;0.428101667
262;0.341018333
263;0.149435
264;0.132018333
265;0.088476667
266;0.079768333
267;0.079768333
268;0.114601667
269;0.132018333
270;0.288768333
271;0.149435
272;0.079768333
273;0.088476667
274;0.097185
275;0.062351667
276;0.079768333
277;0.097185
278;0.114601667
279;0.088476667
280;0.090218333
281;0.114601667
282;0.288768333
283;0.393268333
284;0.602268333
285;0.428101667
286;0.341018333
287;0.149435
288;0.132018333
289;0.048662167
290;0.0430749
291;0.043872583
292;0.068761
293;0.079211
294;0.144384167
295;0.119548
296;0.118433333
297;0.079211
298;0.1186075
299;0.116691667
300;0.15675
301;0.134108333
302;0.137591667
303;0.109725
304;0.127141667
305;0.113208333
306;0.330916667
307;0.47025
308;0.602268333
309;0.428101667
310;0.341018333
311;0.149435
312;0.1045
313;0.0836
314;0.074891667
315;0.076633333
316;0.087083333
317;0.1045
318;0.149783333
319;0.113208333
320;0.120175
321;0.060958333
322;0.0627
323;0.040058333
324;0.069666667
325;0.109725
326;0.149783333
327;0.139333333
328;0.15675
329;0.1463
330;0.348333333
331;0.452833333
332;0.602268333
333;0.428101667
334;0.341018333
335;0.149435
336;0.121916667
337;0.088476667
338;0.079768333
339;0.079768333
340;0.114601667
341;0.132018333
342;0.288768333
343;0.149435
344;0.079768333
345;0.088476667
346;0.097185
347;0.062351667
348;0.079768333
349;0.097185
350;0.114601667
351;0.088476667
352;0.090218333
353;0.114601667
354;0.288768333
355;0.393268333
356;0.602268333
357;0.428101667
